Sentence,Sentiment,Length,Word_Count,Cleaned_Text,Final_Text,Label
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,neutral,165,29,he said things will be different when new finnish nuclear power stations go into operation and the large hydro powered stations of northern europe have a good year ,thing different new finnish nuclear power station go operation large hydro powered station northern europe good,1
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,119,24,the fair value change of investment properties was eur  mn  compared to eur  mn in the third quarter of  ,fair value change investment property eur mn compared eur mn third quarter,0
Marimekko is considering further measures in the matter .,neutral,57,9,marimekko is considering further measures in the matter ,marimekko considering measure matter,1
Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,neutral,89,11,why twtr is doomed in  chart fb goog   ,twtr doomed chart fb goog,1
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,102,22,n  group will pay eur  m of the transaction price upon closing  and the remaining sum in  ,n group pay eur transaction price upon closing remaining sum,1
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,171,31,vehvilainen  who is currently the chief operating officer at nokia siemens networks  will join finnair on  january  and take over as ceo effective  february  ,vehvilainen currently chief operating officer nokia siemens network join finnair january take ceo effective february,1
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,neutral,130,23,our cannedpreserved food in finland report offers a comprehensive guide to the size and shape of the market at a national level ,cannedpreserved food finland report offer comprehensive guide size shape market national level,1
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,96,19,the economic occupancy rate of sponda s property portfolio rose to   from   in  ,economic occupancy rate sponda property portfolio rose,2
The value of the contracts is about EUR 3.3 mn .,neutral,48,11,the value of the contracts is about eur  mn ,value contract eur mn,1
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive,52,10,marketsshire up  and baxalta up  on bn deal,marketsshire baxalta bn deal,2
Finnish Bank of +Ã land will launch its long-term pension savings account at the beginning of June 2010 .,neutral,105,19,finnish bank of ã land will launch its longterm pension savings account at the beginning of june  ,finnish bank ã land launch longterm pension saving account beginning june,1
"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",neutral,202,34,alexandria  va  nov   risto kontturi of rajamaki  finland  and jari ylinen of hyvinkaa  finland  have developed an automated transportation system with a usercontrolled transport selection ,alexandria va nov risto kontturi rajamaki finland jari ylinen hyvinkaa finland developed automated transportation system usercontrolled transport selection,1
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",neutral,132,24,he does not believe  however  that hkscan or atria will start to use imported meat as finnish consumers prefer domestic products ,believe however hkscan atrium start use imported meat finnish consumer prefer domestic product,1
`` We are selling an information systems development business to the Finns .,neutral,76,13, we are selling an information systems development business to the finns ,selling information system development business finn,1
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",neutral,219,35,finnish suominen corporation that makes wipes  nonwovens  and flexible packaging  expects changes in the market situation to reduce sales of suominen s nonwovens and wet wipes from the previously estimated volumes ,finnish suominen corporation make wipe nonwovens flexible packaging expects change market situation reduce sale suominen nonwovens wet wipe previously estimated volume,1
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral,115,22,rushydro has an agreement to transfer its stakes in oesk and the five ercs into the trust management of inter rao ,rushydro agreement transfer stake oesk five ercs trust management inter rao,1
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",neutral,134,25,kaleva kustannus oy  business id   has  according to its notice  on  august  acquired  alma media shares ,kaleva kustannus oy business id according notice august acquired alma medium share,1
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",neutral,104,17,glaston  headquartered in tampere  finland  is a growing and international glass technology company ,glaston headquartered tampere finland growing international glass technology,1
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive,226,31,mformation and nokia noted they have established interoperability agreements that cover commercially proven  standardsbased management of mobile devices  as well as mobile device security and mobile application management ,mformation nokia noted established interoperability agreement cover commercially proven standardsbased management mobile device well mobile device security mobile application management,2
